ID,DriverTenure,FleetRole,DriverType,DO,WorkingHours,AVGTicket,Cost,LoadFactor,FrequentMoment,CorpProd,FrequentZone,Churn
2620,1 -2 months,DWC,New,2,1.64,392.86,564,0.7657,HDM,NO,LDZ,YES
2621,7-12 months,DWC,Recurrent,178,144.23,253.98,37731,0.7109,HDM,NO,HDZ,NO
2622,7-12 months,DWC,Recurrent,58,36,271.53,11519,0.7373,HDM,NO,HDZ,NO
2623,More than 12 months,DWC,Recurrent,187,110.37,307.12,43987,0.7979,HDM,YES,HDZ,NO
2624,3 - 6 months,DWC,Recurrent,38,24.31,172.32,4797,0.6067,HDM,YES,HDZ,YES
2625,More than 12 months,DWC,Recurrent,131,99.81,304.97,30043,0.7273,HDM,YES,HDZ,NO
2626,More than 12 months,DWC,Recurrent,84,51.91,276.64,17032,0.7392,HDM,NO,HDZ,NO
2627,More than 12 months,DWC,Reactivated,4,3.14,937.25,2787,0.779,HDM,YES,HDZ,YES
2628,More than 12 months,DWC,Recurrent,76,61.47,344.45,19625,0.7142,HDM,YES,HDZ,NO
2629,7-12 months,DWC,Recurrent,11,21.71,547.89,4452,0.4315,HDM,YES,HDZ,YES
2630,1 -2 months,DWC,New,1,2.25,170.86,164,0.2994,HDM,NO,LDZ,YES
2631,3 - 6 months,DWC,Recurrent,57,45.2,165.48,6953,0.4411,HDM,NO,HDZ,NO
2632,More than 12 months,DWOC,Recurrent,150,115.79,289.21,34482,0.7598,HDM,YES,HDZ,NO
2633,7-12 months,DWC,Recurrent,23,71.17,713.91,12158,0.2256,LDM,NO,HDZ,NO
2634,3 - 6 months,DWC,Recurrent,2,0.6,128.62,191,0.8045,HDM,NO,HDZ,NO
2635,3 - 6 months,DWC,Recurrent,145,86.06,289.07,31519,0.6887,LDM,NO,HDZ,NO
2636,3 - 6 months,DWC,Reactivated,103,58.17,216,16099,0.7062,HDM,NO,HDZ,NO
2637,3 - 6 months,DWC,Recurrent,5,19.85,200.97,962,0.1249,HDM,NO,LDZ,YES
2638,7-12 months,DWC,Recurrent,15,8.25,280.77,3839,0.778,LDM,NO,LDZ,YES
2639,3 - 6 months,DWC,Recurrent,2,1.65,295.25,432,0.5604,HDM,NO,HDZ,YES
2640,More than 12 months,DWC,Recurrent,101,49.35,259.09,19357,0.8202,HDM,YES,HDZ,YES
2641,3 - 6 months,DWC,Recurrent,202,130.25,239.72,36016,0.7576,HDM,NO,HDZ,NO
2642,More than 12 months,DWC,Recurrent,183,137.25,326.42,45489,0.7425,HDM,YES,HDZ,NO
2643,1 -2 months,DWC,New,1,1.66,394,379,0.3835,LDM,NO,LDZ,YES
2644,1 -2 months,DWC,Recurrent,133,87.01,159.05,19727,0.5722,HDM,NO,HDZ,NO
2645,3 - 6 months,DWC,Recurrent,14,7.31,295.47,3009,0.8206,LDM,NO,HDZ,NO
2646,More than 12 months,DWC,Recurrent,1,0.76,109.1,78,0.3677,HDM,NO,HDZ,NO
2647,More than 12 months,DWC,Recurrent,177,136.8,315.88,42226,0.7116,HDM,YES,HDZ,NO
2648,1 -2 months,DWC,Recurrent,44,24.66,161.72,6167,0.6018,HDM,NO,HDZ,YES
2649,3 - 6 months,DWC,Recurrent,250,152.81,260.46,48146,0.7415,HDM,NO,HDZ,NO
2650,1 -2 months,DWC,Recurrent,1,1.44,78.5,75,0.1806,HDM,NO,HDZ,YES
2651,3 - 6 months,DWC,Recurrent,182,102.61,269.48,35823,0.716,HDM,NO,HDZ,NO
2652,1 -2 months,DWC,New,7,4.53,70.18,470,0.375,HDM,NO,LDZ,YES
2653,7-12 months,DWC,Recurrent,11,15.2,89.96,950,0.1761,HDM,NO,LDZ,YES
2654,7-12 months,DWC,Recurrent,69,43.09,234.33,11774,0.7762,HDM,YES,HDZ,NO
2655,More than 12 months,DWC,Recurrent,61,32.8,246.26,10940,0.7658,HDM,YES,HDZ,NO
2656,1 -2 months,DWOC,Recurrent,203,150.35,301.8,49516,0.6376,HDM,YES,HDZ,YES
2657,More than 12 months,DWC,Recurrent,131,91.23,330.74,31744,0.665,HDM,YES,HDZ,NO
2658,More than 12 months,DWOC,Recurrent,220,136.09,276.28,45294,0.73740000000000006,HDM,NO,HDZ,NO
2659,7-12 months,DWC,Recurrent,198,140.49,297.52,43681,0.7901,HDM,YES,HDZ,NO
2660,1 -2 months,DWC,Recurrent,3,11.81,186.5,538,0.2373,HDM,NO,LDZ,YES
2661,3 - 6 months,DWC,Recurrent,215,151.24,279.2,46106,0.7368,HDM,NO,HDZ,NO
2662,7-12 months,DWC,Recurrent,60,41.94,216.72,10882,0.6337,HDM,NO,HDZ,NO
2663,7-12 months,DWC,Recurrent,5,8.23,245.21,933,0.2656,HDM,NO,HDZ,NO
2664,1 -2 months,DWC,Recurrent,3,2.66,137.77,331,0.5515,HDM,NO,LDZ,YES
2665,1 -2 months,DWC,New,92,81.75,109.46,9794,0.4508,HDM,NO,LDZ,NO
2666,1 -2 months,DWC,New,4,3.01,138.12,500,0.6341,HDM,NO,LDZ,YES
2667,7-12 months,DWC,Recurrent,108,106.34,284.09,23265,0.5094,HDM,NO,HDZ,NO
2668,More than 12 months,DWC,Reactivated,191,148.46,243.28,37794,0.4923,HDM,NO,HDZ,NO
2669,7-12 months,DWC,Recurrent,111,76.82,321.75,26500,0.5765,LDM,YES,HDZ,NO
2670,More than 12 months,DWC,Recurrent,127,82.77,277.32,25827,0.817,HDM,YES,HDZ,NO
2671,More than 12 months,DWC,Recurrent,2,6.84,181.75,317,0.2081,LDM,NO,LDZ,NO
2672,1 -2 months,DWC,Recurrent,94,68.52,255.83,17433,0.676,HDM,NO,HDZ,NO
2673,7-12 months,DWC,Recurrent,362,231.18,250.45,68825,0.7191,HDM,NO,HDZ,NO
2674,1 -2 months,DWC,New,10,18.07,243.1,2121,0.2785,HDM,NO,HDZ,YES
2675,1 -2 months,DWC,New,12,9.08,189.99,1640,0.6454,HDM,NO,HDZ,YES
2676,7-12 months,DWC,Recurrent,51,109.8,211.56,10240,0.3548,LDM,NO,LDZ,NO
2677,1 -2 months,DWOC,Recurrent,201,126.79,288.65,44592,0.763,HDM,YES,HDZ,YES
2678,7-12 months,DWC,Recurrent,351,180.04,269.45,69098,0.784,HDM,NO,HDZ,NO
2679,1 -2 months,DWC,New,18,24.68,533.49,7416,0.5689,LDM,YES,HDZ,YES
2680,More than 12 months,DWOC,Reactivated,80,57.47,332.36,20259,0.6871,LDM,YES,HDZ,NO
2681,1 -2 months,DWC,New,11,30.26,171.17,1352,0.1118,HDM,NO,HDZ,NO
2682,More than 12 months,DWC,Recurrent,130,118.58,336.1,36938,0.5866,HDM,YES,HDZ,NO
2683,1 -2 months,DWOC,New,91,68.11,250.28,18745,0.6379,HDM,YES,HDZ,NO
2684,3 - 6 months,DWC,Recurrent,16,16.75,194.99,2876,0.3839,HDM,NO,LDZ,YES
2685,3 - 6 months,DWOC,Recurrent,6,8.19,301.51,1488,0.6197,HDM,NO,HDZ,NO
2686,3 - 6 months,DWC,Recurrent,211,132.3,284.91,44381,0.7794,HDM,NO,HDZ,NO
2687,1 -2 months,DWC,Recurrent,18,45.4,132.15,2362,0.1782,HDM,NO,HDZ,NO
2688,More than 12 months,DWC,Recurrent,333,197.23,242.19,61795,0.7522,HDM,NO,HDZ,NO
2689,More than 12 months,DWC,Recurrent,387,227.69,243.73,70429,0.6996,HDM,YES,HDZ,NO
2690,1 -2 months,DWOC,Recurrent,176,144.65,283.11,40046,0.6344,HDM,NO,HDZ,NO
2691,1 -2 months,DWC,Recurrent,14,7.12,155.09,1931,0.4761,HDM,NO,HDZ,NO
2692,More than 12 months,DWC,Recurrent,142,102.98,333.3,36728,0.7458,HDM,YES,HDZ,NO
2693,7-12 months,DWC,Recurrent,157,90.73,259.83,30688,0.791,HDM,YES,HDZ,NO
2694,3 - 6 months,DWC,Recurrent,2,10.45,289.13,558,0.1466,HDM,NO,LDZ,NO
2695,More than 12 months,DWC,Recurrent,320,155.85,193.76,45946,0.7759,HDM,YES,HDZ,NO
2696,3 - 6 months,DWC,Recurrent,5,3.69,161.94,725,0.588,LDM,NO,HDZ,YES
2697,1 -2 months,DWC,New,25,16.69,190.18,4197,0.5896,LDM,NO,HDZ,YES
2698,More than 12 months,DWC,Recurrent,67,42.83,248.7,12229,0.7219,HDM,NO,HDZ,NO
2699,3 - 6 months,DWC,Recurrent,1,2.76,122.5,88,0.0925,HDM,NO,HDZ,YES
2700,1 -2 months,DWC,New,7,7.07,175.74,1216,0.4581,HDM,NO,HDZ,NO
2701,1 -2 months,DWC,Recurrent,383,261.47,275.68,84767,0.6131,HDM,YES,HDZ,NO
2702,More than 12 months,DWC,Reactivated,52,35.34,322,12449,0.6997,HDM,NO,HDZ,NO
2703,7-12 months,DWC,Recurrent,76,53.12,287.46,15872,0.8351,HDM,YES,HDZ,NO
2704,3 - 6 months,DWC,Recurrent,57,34.62,188.68,10117,0.6269,HDM,NO,LDZ,YES
2705,More than 12 months,DWC,Recurrent,325,206.66,325.41,78972,0.6471,LDM,YES,HDZ,NO
2706,7-12 months,DWC,Recurrent,203,140.32,257.92,38731,0.7097,HDM,NO,HDZ,NO
2707,1 -2 months,DWC,Recurrent,176,120.22,302.61,40295,0.6685,HDM,YES,HDZ,NO
2708,3 - 6 months,DWC,Reactivated,21,12.48,194.59,2994,0.7248,HDM,NO,HDZ,NO
2709,3 - 6 months,DWC,Reactivated,96,89.24,200.31,17303,0.4625,HDM,NO,LDZ,YES
2710,3 - 6 months,DWC,Recurrent,265,202.58,330.51,68018,0.7354,HDM,YES,HDZ,NO
2711,3 - 6 months,DWC,Recurrent,201,106.97,274.84,43184,0.7339,HDM,YES,HDZ,NO
2712,7-12 months,DWC,Recurrent,376,224.36,256.58,70012,0.7364,HDM,NO,HDZ,NO
2713,7-12 months,DWC,Reactivated,29,73.22,564,12075,0.29,HDM,NO,HDZ,YES
2714,3 - 6 months,DWC,Recurrent,170,153.98,273.59,35477,0.4619,HDM,NO,HDZ,NO
2715,3 - 6 months,DWOC,Recurrent,338,185.61,233.8,57922,0.7516,HDM,YES,HDZ,NO
2716,1 -2 months,DWC,Recurrent,13,38.89,143.3,1761,0.254,HDM,NO,LDZ,NO
2717,3 - 6 months,DWC,Recurrent,11,10.94,318.22,2552,0.4704,HDM,YES,HDZ,YES
2718,3 - 6 months,DWC,Recurrent,49,39.44,388.36,13266,0.7189,HDM,YES,HDZ,NO
2719,More than 12 months,DWOC,Recurrent,170,145.16,337.33,45003,0.6965,HDM,YES,HDZ,NO
2720,3 - 6 months,DWC,Recurrent,143,87.1,261.34,27356,0.7886,HDM,YES,HDZ,YES
2721,1 -2 months,DWOC,Recurrent,547,325.56,330.16,135480,0.7209,HDM,YES,HDZ,NO
2722,More than 12 months,DWOC,Recurrent,325,186.06,243.3,58509,0.7176,LDM,YES,HDZ,YES
2723,More than 12 months,DWC,Recurrent,143,93.16,293.48,31312,0.7821,HDM,YES,HDZ,NO
2724,More than 12 months,DWOC,Recurrent,11,6.8,256.17,2051,0.6531,HDM,NO,HDZ,NO
2725,More than 12 months,DWC,Recurrent,190,150.79,333.23,47328,0.6951,HDM,YES,HDZ,NO
2726,3 - 6 months,DWOC,Recurrent,338,205.13,301.2,77362,0.7163,HDM,YES,HDZ,NO
2727,7-12 months,DWC,Recurrent,167,113.14,235.84,33693,0.5863,HDM,NO,HDZ,NO
2728,1 -2 months,DWC,New,21,80.45,164.64,3048,0.115,LDM,NO,LDZ,NO
2729,1 -2 months,DWOC,Recurrent,84,58.62,282.26,17910,0.8191,HDM,YES,HDZ,YES
2730,7-12 months,DWC,Recurrent,213,111.56,234.21,37933,0.7107,LDM,NO,HDZ,NO
2731,1 -2 months,DWC,New,6,10.07,265.01,1154,0.2965,HDM,NO,HDZ,YES
2732,More than 12 months,DWOC,Reactivated,7,4.17,360.55,1826,0.6799,HDM,NO,HDZ,NO
2733,7-12 months,DWC,Reactivated,147,84.2,297.61,31919,0.6491,HDM,NO,HDZ,NO
2734,1 -2 months,DWC,Recurrent,8,23.05,166.38,1033,0.1118,HDM,NO,HDZ,YES
2735,More than 12 months,DWC,Recurrent,88,55.3,257.65,17387,0.7692,HDM,NO,HDZ,NO
2736,More than 12 months,DWC,Recurrent,317,272.37,376.16,90343,0.631,HDM,YES,HDZ,NO
2737,7-12 months,DWOC,Recurrent,348,272.55,326.89,88089,0.694,HDM,YES,HDZ,NO
2738,3 - 6 months,DWC,Recurrent,148,116.87,303.26,34506,0.7381,HDM,YES,HDZ,NO
2739,More than 12 months,DWC,Recurrent,205,199.29,381.04,59126,0.6825,HDM,YES,HDZ,NO
2740,3 - 6 months,DWC,Reactivated,58,40.81,301.19,13068,0.7769,HDM,NO,HDZ,NO
2741,3 - 6 months,DWOC,Recurrent,214,143.08,323.52,51406,0.6346,HDM,YES,HDZ,NO
2742,More than 12 months,DWC,Recurrent,221,418.94,447.09,77512,0.3623,HDM,YES,HDZ,NO
2743,1 -2 months,DWC,New,2,1.49,154.96,297,0.5727,HDM,NO,LDZ,YES
2744,More than 12 months,DWC,Recurrent,402,227.21,278.28,83285,0.8334,HDM,YES,HDZ,NO
2745,3 - 6 months,DWC,Recurrent,48,43.68,320.66,13097,0.6687,HDM,YES,HDZ,NO
2746,More than 12 months,DWC,Recurrent,64,43.81,301.26,14426,0.8277,HDM,YES,HDZ,NO
2747,More than 12 months,DWC,Recurrent,87,64.24,279.97,17853,0.6808,HDM,YES,HDZ,NO
2748,1 -2 months,DWC,New,20,23.06,182.09,3053,0.3584,HDM,NO,HDZ,YES
2749,3 - 6 months,DWC,Reactivated,1,3.67,309.32,222,0.3523,HDM,NO,HDZ,NO
2750,3 - 6 months,DWC,Recurrent,366,247.2,273.46,74960,0.768,HDM,YES,HDZ,NO
2751,3 - 6 months,DWC,Recurrent,2,1.39,552.02,845,0.797,HDM,NO,HDZ,YES
2752,3 - 6 months,DWC,Recurrent,155,98.6,321.58,37290,0.8475,HDM,YES,HDZ,NO
2753,1 -2 months,DWC,New,6,5.41,187.87,916,0.4699,LDM,NO,LDZ,YES
2754,1 -2 months,DWC,New,6,1.78,71.45,308,0.4005,LDM,NO,HDZ,YES
2755,3 - 6 months,DWC,Recurrent,71,55.29,322.43,18569,0.6896,HDM,YES,HDZ,NO
2756,3 - 6 months,DWC,Recurrent,125,74.9,254.98,23404,0.6034,HDM,NO,HDZ,NO
2757,3 - 6 months,DWC,Recurrent,18,15.92,173.86,2619,0.3939,HDM,NO,HDZ,NO
2758,7-12 months,DWOC,Recurrent,342,210.18,249.49,63142,0.6488,LDM,YES,HDZ,NO
2759,More than 12 months,DWC,Recurrent,100,59.48,234.04,17465,0.7835,HDM,YES,HDZ,NO
2760,1 -2 months,DWC,New,4,2.59,143.66,550,0.5387,HDM,NO,LDZ,YES
2761,3 - 6 months,DWC,Recurrent,30,16.22,212.89,4704,0.7355,HDM,NO,HDZ,NO
2762,More than 12 months,DWC,Recurrent,88,72.97,294.31,20536,0.6464,HDM,YES,HDZ,NO
2763,1 -2 months,DWOC,Recurrent,189,145.19,308.54,43196,0.5902,HDM,YES,HDZ,YES
2764,More than 12 months,DWC,Recurrent,96,56.66,278.97,19966,0.8308,HDM,YES,HDZ,YES
2765,1 -2 months,DWOC,Recurrent,268,187.37,261.9,53730,0.7299,HDM,YES,HDZ,NO
2766,3 - 6 months,DWC,Recurrent,51,44.03,236.01,9375,0.5903,HDM,NO,HDZ,NO
2767,More than 12 months,DWC,Recurrent,173,115.84,282.16,36474,0.8141,HDM,YES,HDZ,NO
2768,1 -2 months,DWC,Recurrent,99,62.95,182.96,17242,0.6544,HDM,NO,HDZ,NO
2769,1 -2 months,DWC,New,95,82.11,344.89,25702,0.704,HDM,YES,HDZ,NO
2770,More than 12 months,DWC,Recurrent,119,113.91,413.59,36828,0.7169,HDM,YES,HDZ,NO
2771,7-12 months,DWC,Recurrent,26,27.72,403.24,7724,0.6441,HDM,YES,HDZ,NO
2772,1 -2 months,DWC,New,39,38.7,210.62,7284,0.4397,HDM,NO,HDZ,YES
2773,1 -2 months,DWC,New,109,87,163.96,17119,0.4676,HDM,NO,LDZ,NO
2774,3 - 6 months,DWC,Recurrent,171,75.25,152.77,24325,0.5642,HDM,NO,HDZ,NO
2775,3 - 6 months,DWC,Recurrent,33,18.82,342.44,9117,0.8834,HDM,NO,HDZ,YES
2776,1 -2 months,DWC,New,10,52.46,142.06,1359,0.1102,HDM,NO,LDZ,YES
2777,1 -2 months,DWC,New,52,45.15,219.28,10052,0.5714,HDM,NO,HDZ,YES
2778,1 -2 months,DWOC,Recurrent,273,209.54,255.4,51967,0.5877,HDM,YES,HDZ,NO
2779,3 - 6 months,DWC,Recurrent,238,221.06,394.52,71772,0.5949,HDM,YES,HDZ,NO
2780,More than 12 months,DWC,Recurrent,214,146.85,270.43,44255,0.7136,HDM,YES,HDZ,NO
2781,1 -2 months,DWOC,New,114,76.61,308.62,25956,0.7535,HDM,YES,HDZ,NO
2782,More than 12 months,DWC,Recurrent,173,294.44,514.14,66980,0.3288,LDM,YES,HDZ,NO
2783,More than 12 months,DWC,Reactivated,1,0.35,222.19,161,0.7473,LDM,NO,HDZ,YES
2784,1 -2 months,DWOC,Recurrent,271,181.33,287.32,58533,0.7775,HDM,YES,HDZ,NO
2785,7-12 months,DWC,Recurrent,185,167.18,441.23,64038,0.5507,LDM,YES,HDZ,NO
2786,7-12 months,DWC,Recurrent,182,137.19,331.77,46070,0.7315,HDM,YES,HDZ,NO
2787,More than 12 months,DWC,Recurrent,87,57.92,236.31,16369,0.7571,HDM,YES,HDZ,NO
2788,3 - 6 months,DWC,Recurrent,346,211.33,260.05,65831,0.7612,HDM,NO,HDZ,NO
2789,More than 12 months,DWC,Recurrent,210,142.3,269.5,41402,0.661,HDM,YES,HDZ,NO
2790,1 -2 months,DWC,Recurrent,1,2.48,118,113,0.1436,HDM,NO,LDZ,YES
2791,3 - 6 months,DWC,Recurrent,397,247.58,257.4,77171,0.6054,LDM,NO,HDZ,NO
2792,7-12 months,DWC,Recurrent,66,45.95,277.87,14439,0.7628,HDM,YES,HDZ,NO
2793,More than 12 months,DWC,Recurrent,66,44.3,223.29,13517,0.696,LDM,NO,HDZ,NO
2794,7-12 months,DWC,Recurrent,13,20.93,466.84,4630,0.3134,HDM,YES,LDZ,NO
2795,More than 12 months,DWC,Recurrent,68,52.46,365.59,18609,0.7603,HDM,YES,HDZ,NO
2796,7-12 months,DWC,Recurrent,333,191.52,268.65,65936,0.7654,HDM,YES,HDZ,NO
2797,7-12 months,DWC,Reactivated,18,12.91,322.02,4346,0.676,HDM,NO,HDZ,NO
2798,7-12 months,DWC,Reactivated,27,37.93,171.99,3693,0.5773,HDM,NO,HDZ,NO
2799,1 -2 months,DWC,Recurrent,1,4.31,136,130,0.0766,HDM,NO,LDZ,YES
2800,More than 12 months,DWC,Reactivated,105,71.93,272.14,20853,0.6317,HDM,NO,HDZ,NO
2801,7-12 months,DWC,Recurrent,302,188.73,338.27,76489,0.7952,HDM,YES,HDZ,NO
2802,7-12 months,DWC,Recurrent,226,148.45,276.07,46685,0.6869,HDM,NO,HDZ,NO
2803,7-12 months,DWC,Recurrent,64,45.41,305.7,14175,0.6712,HDM,NO,HDZ,NO
2804,1 -2 months,DWC,New,19,34.31,212.18,3611,0.2514,LDM,NO,LDZ,NO
2805,More than 12 months,DWC,Recurrent,116,129.34,448.28,41863,0.5623,LDM,YES,HDZ,NO
2806,1 -2 months,DWC,Recurrent,168,111.33,294.4,37108,0.7518,HDM,YES,HDZ,NO
2807,3 - 6 months,DWOC,Recurrent,206,96.76,279.81,43374,0.7866,HDM,YES,HDZ,NO
2808,7-12 months,DWC,Recurrent,142,93.19,308.54,31971,0.8082,HDM,YES,HDZ,NO
2809,1 -2 months,DWC,Recurrent,303,162.15,231.6,51316,0.7257,HDM,NO,HDZ,NO
2810,More than 12 months,DWC,Recurrent,221,149.6,303.64,51671,0.7553,HDM,YES,HDZ,NO
2811,1 -2 months,DWC,New,29,18.98,194.93,5347,0.5907,HDM,NO,LDZ,NO
2812,1 -2 months,DWC,New,5,4.7,140.59,676,0.2375,HDM,NO,LDZ,YES
2813,More than 12 months,DWC,Recurrent,319,206.87,306.71,73523,0.809,HDM,YES,HDZ,NO
2814,More than 12 months,DWC,Recurrent,150,84.5,289.42,32186,0.7365,HDM,YES,HDZ,NO
2815,3 - 6 months,DWC,Reactivated,39,20.03,176.99,6007,0.6368,HDM,NO,HDZ,NO
2816,1 -2 months,DWC,Recurrent,126,77.46,185.1,21112,0.656,HDM,NO,HDZ,NO
2817,7-12 months,DWC,Recurrent,37,23.81,283.09,7664,0.6985,HDM,NO,HDZ,NO
2818,1 -2 months,DWOC,Recurrent,483,295.73,267.61,97273,0.7595,HDM,YES,HDZ,NO
2819,More than 12 months,DWC,Recurrent,3,1.99,290.63,626,0.7743,HDM,NO,HDZ,NO
2820,More than 12 months,DWC,Recurrent,115,98.89,488.64,42532,0.7666,HDM,YES,HDZ,NO
2821,3 - 6 months,DWC,Recurrent,192,137.63,204.15,31458,0.5743,HDM,NO,HDZ,NO
2822,7-12 months,DWC,Recurrent,32,70.08,420.05,10587,0.2604,HDM,YES,LDZ,NO
2823,7-12 months,DWC,Recurrent,184,122.43,316.13,44708,0.6415,LDM,YES,HDZ,NO
2824,3 - 6 months,DWOC,Recurrent,112,76.92,304.61,25885,0.7198,HDM,YES,HDZ,NO
2825,More than 12 months,DWC,Recurrent,281,163.76,292.27,60895,0.7789,HDM,YES,HDZ,NO
2826,3 - 6 months,DWC,Recurrent,81,49.97,213.23,12734,0.6779,HDM,NO,HDZ,NO
2827,3 - 6 months,DWC,Recurrent,157,123.58,177.39,22874,0.5187,HDM,NO,HDZ,NO
2828,More than 12 months,DWC,Recurrent,232,185.22,318.4,58135,0.7302,HDM,YES,HDZ,NO
2829,3 - 6 months,DWC,Recurrent,176,103.19,274.45,36449,0.7378,HDM,YES,HDZ,NO
2830,More than 12 months,DWC,Recurrent,134,195.18,733.05,75045,0.5069,HDM,YES,HDZ,NO
2831,3 - 6 months,DWC,Recurrent,144,100.62,290.8,33267,0.7359,HDM,YES,HDZ,NO
2832,3 - 6 months,DWC,Reactivated,4,2.62,256.29,868,0.823,HDM,NO,HDZ,YES
2833,1 -2 months,DWC,New,342,211.01,269.62,68474,0.7658,HDM,YES,HDZ,NO
2834,More than 12 months,DWC,Recurrent,110,64.03,270.44,22239,0.8203,HDM,YES,HDZ,NO
2835,3 - 6 months,DWC,Recurrent,180,123.86,294.82,41364,0.7144,HDM,YES,HDZ,NO
2836,More than 12 months,DWC,Recurrent,271,198.94,317.53,67751,0.7366,HDM,YES,HDZ,NO
2837,More than 12 months,DWC,Recurrent,364,300.01,348.46,96664,0.6835,HDM,YES,HDZ,NO
2838,7-12 months,DWC,Recurrent,229,118.85,214.12,36556,0.7426,HDM,NO,HDZ,NO
2839,1 -2 months,DWC,New,2,5.03,150.48,289,0.1846,HDM,NO,HDZ,YES
2840,3 - 6 months,DWOC,Recurrent,308,206.99,253.85,58649,0.6822,HDM,YES,HDZ,NO
2841,More than 12 months,DWC,Recurrent,182,95.53,245.4,32803,0.7365,HDM,NO,HDZ,NO
2842,More than 12 months,DWC,Recurrent,191,198.5,450.05,63733,0.4792,LDM,YES,HDZ,NO
2843,3 - 6 months,DWC,Recurrent,157,132.94,386.4,45782,0.707,HDM,YES,HDZ,NO
2844,1 -2 months,DWC,New,13,9.3,123.92,1542,0.548,HDM,NO,LDZ,NO
2845,7-12 months,DWC,Recurrent,304,183.17,257.75,57794,0.7344,HDM,NO,HDZ,NO
2846,More than 12 months,DWOC,Recurrent,4,7.5,679.09,1968,0.9693,HDM,YES,HDZ,NO
2847,1 -2 months,DWC,New,3,4.2,143.96,310,0.1821,HDM,NO,HDZ,YES
2848,7-12 months,DWC,Recurrent,203,114.05,261.03,39610,0.7217,HDM,NO,HDZ,NO
2849,7-12 months,DWC,Recurrent,94,52.85,282.73,19585,0.7675,HDM,NO,HDZ,NO
2850,3 - 6 months,DWC,Recurrent,32,19.31,219.83,5329,0.5829,LDM,NO,HDZ,YES
2851,1 -2 months,DWC,New,2,2.06,356.6,612,0.7164,HDM,NO,LDZ,YES
2852,7-12 months,DWC,Recurrent,65,53.05,321.72,15600,0.617,HDM,YES,HDZ,NO
2853,7-12 months,DWC,Recurrent,223,107.38,285.32,46253,0.7373,LDM,YES,HDZ,NO
2854,3 - 6 months,DWC,Recurrent,102,67.66,277.91,21237,0.7194,HDM,YES,HDZ,NO
2855,1 -2 months,DWC,New,13,12.45,217.34,2439,0.45,HDM,NO,HDZ,YES
2856,1 -2 months,DWC,Recurrent,9,6.01,150.68,1216,0.4871,LDM,NO,HDZ,YES
2857,More than 12 months,DWC,Recurrent,1,0.49,275.5,201,0.9093,HDM,NO,HDZ,YES
2858,3 - 6 months,DWC,Recurrent,3,1.24,87.81,191,0.4765,HDM,YES,HDZ,NO
2859,More than 12 months,DWC,Recurrent,156,92.85,265.79,30171,0.6865,HDM,NO,HDZ,NO
2860,1 -2 months,DWC,New,105,64.96,295.05,22605,0.7724,HDM,NO,HDZ,NO
2861,3 - 6 months,DWC,Recurrent,385,229.55,271.4,78018,0.8088,HDM,YES,HDZ,NO
2862,1 -2 months,DWC,Recurrent,27,17.58,356.73,7034,0.728,HDM,YES,HDZ,NO
2863,7-12 months,DWC,Recurrent,252,162.07,303.92,58093,0.7872,HDM,YES,HDZ,NO
2864,1 -2 months,DWC,Recurrent,4,3.53,338.66,1304,0.6717,LDM,NO,LDZ,YES
2865,3 - 6 months,DWC,Recurrent,248,126.78,222.82,41003,0.7733,HDM,YES,HDZ,NO
2866,More than 12 months,DWC,Recurrent,118,107.06,343.07,30734,0.6478,HDM,YES,HDZ,NO
2867,1 -2 months,DWC,Recurrent,1,4.16,174,125,0.1862,HDM,NO,HDZ,YES
2868,1 -2 months,DWC,Recurrent,84,66.61,217.62,17483,0.5759,HDM,NO,LDZ,NO
2869,More than 12 months,DWC,Recurrent,243,193.1,331.4,61137,0.8099,HDM,YES,HDZ,NO
2870,7-12 months,DWC,Recurrent,114,122.02,507.37,44524,0.6465,HDM,YES,HDZ,NO
2871,1 -2 months,DWC,Recurrent,3,2.23,134.67,290,0.327,HDM,NO,HDZ,YES
2872,7-12 months,DWC,Recurrent,29,21.25,252.29,5318,0.7103,HDM,YES,HDZ,YES
2873,More than 12 months,DWC,Recurrent,222,111.84,329.9,53744,0.8133,HDM,YES,HDZ,NO
2874,7-12 months,DWC,Recurrent,198,139.18,293.2,43628,0.7322,HDM,YES,HDZ,NO
2875,3 - 6 months,DWC,Recurrent,7,7.15,229.99,1325,0.4326,HDM,NO,HDZ,YES
2876,More than 12 months,DWC,Recurrent,62,36.02,243.53,11726,0.7229,HDM,YES,HDZ,NO
2877,7-12 months,DWC,Recurrent,1,0.87,328,235,0.5584,LDM,NO,HDZ,YES
2878,3 - 6 months,DWOC,Recurrent,264,136.21,272.53,53033,0.7813,LDM,YES,HDZ,NO
2879,1 -2 months,DWC,New,56,29.27,113.98,6091,0.5098,HDM,NO,HDZ,NO
2880,7-12 months,DWC,Recurrent,52,26.46,197.81,7667,0.7556,HDM,NO,HDZ,NO
2881,7-12 months,DWC,Recurrent,7,3.07,116.31,584,0.5107,HDM,NO,HDZ,YES
2882,1 -2 months,DWC,New,38,28.83,126.04,4545,0.4771,HDM,NO,LDZ,NO
2883,7-12 months,DWC,Recurrent,216,113.73,268.58,42511,0.847,HDM,YES,HDZ,NO
2884,More than 12 months,DWC,Recurrent,50,46.21,336.06,12409,0.5361,HDM,YES,HDZ,NO
2885,1 -2 months,DWC,New,101,97.07,103.24,9650,0.2363,LDM,NO,LDZ,YES
